TileId,FspId,MinDtf,MaxDtf
9,1360,0.01,4.510498
9,1361,0.01,6.996277
9,1362,0.01,4.889862
9,1363,0.01,4.758545
9,1364,0.01,7.2677917
9,1365,0.01,4.582428
9,1366,0.01,4.418213
9,1367,0.01,4.2941284
9,1368,0.01,8.950836
9,1369,0.01,4.2638245
9,1370,0.01,6.842041
9,1371,0.01,4.5922546
9,1372,0.01,4.6819153
9,1373,0.01,5.1107483
9,1374,0.01,5.1777344
9,1375,0.01,4.755371
9,1376,0.01,4.8768616
9,1377,0.01,5.216217
9,1378,0.01,5.403015
9,1379,0.01,5.374115
9,1380,0.01,5.29068
9,1381,0.01,5.2747803
9,1382,0.01,5.948181
9,1383,0.01,5.205139
9,1384,0.01,5.2067566
9,1385,0.01,5.2007446
9,1386,0.01,5.248108
9,1387,0.01,5.381531
9,1388,0.01,3.4094849
9,1389,0.01,5.4720154
9,1390,0.01,5.235626
9,1391,0.01,3.235321
9,1392,0.01,3.1705933
9,1393,0.01,5.7495117
9,1394,0.01,5.585388
9,1395,0.01,3.197815
9,1396,0.01,5.612671
9,1397,0.01,3.6109009
9,1398,0.01,5.6524353
9,1399,0.01,5.646332
9,1400,0.01,5.6670227
9,1401,0.01,6.231781
9,1402,0.01,5.638977
9,1403,0.01,3.9452515
9,1404,0.01,5.725891
9,1405,0.01,6.717224
9,1406,0.01,4.6423035
9,1407,0.01,5.4472046
9,1408,0.01,6.661621
9,1409,0.01,6.9988403
9,1410,0.01,7.6474915
9,1411,0.01,5.4392395
9,1412,0.01,4.857239
9,1413,0.01,8.41098
9,1414,0.01,8.300995
9,1415,0.01,11.683685
9,1416,0.01,13.633362
9,1417,0.01,14.92807
9,1418,0.01,14.973541
9,1419,0.01,13.717987
9,1420,0.01,0.01
9,1421,0.01,4.6345825
9,1422,0.01,7.135315
9,1423,0.01,4.313141
9,1424,0.01,4.835083
9,1425,0.01,14.909637
9,1426,0.01,11.991608
9,1427,0.01,4.743805
9,1428,0.01,12.3315735
9,1429,0.01,12.691162
9,1430,0.01,5.448456
9,1431,0.01,4.125946
9,1432,0.01,3.0223389
9,1433,0.01,5.3313293
9,1434,0.01,12.246613
9,1435,0.01,3.0480652
9,1436,0.01,4.126251
9,1437,0.01,14.94342
9,1438,0.01,7.032135
9,1439,0.01,6.717621
9,1440,0.01,8.34845
9,1441,0.01,10.018402
9,1442,0.01,12.020935
9,1443,0.01,13.818481
9,1444,0.01,5.9837036
9,1445,0.01,14.903687
9,1446,0.01,8.855316
9,1447,0.01,10.437164
9,1448,0.01,12.29895
9,1449,0.01,5.027588
9,1450,0.01,12.677277
9,1451,0.01,13.150757
9,1452,0.01,13.719238
9,1453,0.01,13.967682
9,1454,0.01,14.351654
9,1455,0.01,14.575562
9,1456,0.01,10.485199
9,1457,0.01,11.251648
9,1458,0.01,11.602997
9,1459,0.01,12.500519
9,1460,0.01,13.430481
9,1461,0.01,14.054047
9,1462,0.01,14.866119
9,1463,0.01,10.251282
9,1464,0.01,11.298737
9,1465,0.01,1.677063
9,1466,0.01,12.361389
9,1467,0.01,13.200104
9,1468,0.01,5.526306
9,1469,0.01,14.122559
9,1470,0.01,14.773254
9,1471,0.01,2.085785
9,1472,0.01,2.1602173
9,1473,0.01,13.82074
9,1474,0.01,13.004486
9,1475,0.01,12.562134
9,1476,0.01,7.158783
9,1477,0.01,3.2258606
9,1478,0.01,14.942505
9,1479,0.01,5.317993
9,1480,0.01,5.2445374
9,1481,0.01,14.248169
9,1482,0.01,5.141968
9,1483,0.01,5.1258545
9,1484,0.01,4.773468
9,1485,0.01,5.2096252
9,1486,0.01,13.591248
9,1487,0.01,12.114197
9,1488,0.01,4.680298
9,1489,0.01,13.306671
9,1490,0.01,13.048401
9,1491,0.01,11.055206
9,1492,0.01,13.409821
9,1493,0.01,13.779266
9,1494,0.01,6.5865173
9,1495,0.01,14.3628845
9,1496,0.01,4.3350525
9,1497,0.01,10.649719
9,1498,0.01,3.5945435
9,1539,0.7720642,14.998871
9,1610,2.6445007,10.117706
9,1612,1.0805359,14.999695
9,1917,5.5878296,14.998108
9,2200,9.379272,14.999847
9,2334,8.170166,14.999756
9,2335,8.170166,14.999756
9,2594,12.5867,14.992462
9,2643,4.9388733,15.0
10,1,8.002533,14.999939
10,149,7.9792786,14.999878
10,348,4.8746033,14.999756
10,393,9.995636,14.996063
10,470,4.61557,14.999542
10,514,0.01,3.0042725
10,515,0.01,2.9957275
10,516,0.01,2.341217
10,517,0.01,8.863861
10,518,0.01,2.46167
10,519,0.01,2.7466736
10,520,0.01,2.1802979
10,521,0.01,1.7535095
10,522,0.01,1.9400024
10,523,0.01,1.7372437
10,524,0.01,4.966797
10,525,0.01,1.0806885
10,526,0.01,5.4891357
10,527,0.01,0.87579346
10,528,0.01,1.0986023
10,529,0.01,1.5515442
10,530,0.01,2.048523
10,531,0.01,1.8077393
10,532,0.01,1.8754578
10,533,0.01,14.999176
10,534,0.01,8.168091
10,535,0.01,14.977692
10,536,0.01,1.6496582
10,537,0.01,0.01
10,538,0.01,8.215363
10,539,0.01,0.87145996
10,540,0.01,5.1730957
10,541,0.01,8.310394
10,542,0.01,0.01
10,543,0.01,10.945465
10,544,0.01,10.684235
10,545,0.01,11.478516
10,546,0.01,11.56955
10,547,0.01,9.776794
10,548,0.01,10.979736
10,549,0.01,1.8471375
10,550,0.01,14.592285
10,551,0.01,0.01
10,552,0.01,10.625977
10,553,0.01,0.01
10,554,0.01,14.453033
10,555,0.01,14.973053
10,556,0.01,7.411072
10,557,0.01,13.319641
10,558,0.01,10.082306
10,559,0.01,7.935974
10,560,0.01,14.766083
10,561,0.01,11.918884
10,562,0.01,0.25686646
10,563,0.01,2.6826172
10,564,0.01,14.9646
10,565,0.01,14.547455
10,566,0.01,14.637726
10,567,0.01,14.2846985
10,568,0.01,0.01
10,569,0.01,0.01
10,570,0.01,0.01
10,571,0.01,0.01
10,572,0.01,0.01
10,573,0.01,12.579987
10,574,0.01,3.7733765
10,575,0.01,1.5720825
10,576,0.01,1.4499207
10,577,0.01,14.5824585
10,578,0.01,0.01
10,579,0.01,12.374023
10,580,0.01,2.9093628
10,581,0.01,1.3052673
10,582,0.01,14.4123535
10,583,0.01,1.3210144
10,584,0.01,13.415894
10,585,0.01,14.710358
10,586,0.01,2.0735168
10,587,0.01,13.791931
10,588,0.01,14.55423
10,589,0.01,14.998749
10,590,0.01,1.6801147
10,591,0.01,14.207336
10,592,0.01,13.228302
10,593,0.01,11.7256775
10,594,0.01,0.01
10,595,0.01,14.280212
10,596,0.01,11.796448
10,597,0.01,13.292847
10,598,0.01,0.01
10,599,0.01,14.977478
10,600,0.01,1.6392212
10,601,0.01,7.6565857
10,602,0.01,7.8968506
10,603,0.01,6.926239
10,604,0.01,6.956848
10,605,0.01,6.5321655
10,606,0.01,1.718811
10,607,0.01,14.736694
10,608,0.01,4.8355103
10,609,0.01,5.9296265
10,610,0.01,5.5250244
10,611,0.01,5.2622986
10,612,0.01,14.938019
10,613,0.01,3.865448
10,614,0.01,14.999847
10,615,0.01,2.5838623
10,616,0.01,3.4805908
10,617,0.01,3.0256042
10,618,0.01,5.498108
10,619,0.01,5.15921
10,620,0.01,4.993042
10,621,0.01,3.2532654
10,622,0.01,2.8420105
10,623,0.01,2.9426575
10,624,0.01,3.0525513
10,625,0.01,2.9752502
10,626,0.01,2.7618103
10,627,0.01,14.921509
10,628,0.01,4.7846375
10,629,0.01,2.5426636
10,630,0.01,2.8639526
10,631,0.01,4.9973755
10,632,0.01,2.6709595
10,633,0.01,3.0422363
10,634,0.01,3.1941833
10,635,0.01,4.852722
10,636,0.01,4.8919373
10,637,0.01,14.990509
10,638,0.01,6.1606445
10,639,0.01,3.4789124
10,640,0.01,4.9140625
10,641,0.01,3.0302124
10,642,0.01,3.499115
10,643,0.01,2.823639
10,644,0.01,4.865631
10,645,0.01,4.602936
10,646,0.01,4.611328
10,647,0.01,4.925232
10,648,0.01,4.1689453
10,649,0.01,3.2903442
10,650,0.01,5.3222656
10,651,0.01,14.5401
10,652,0.01,3.916565
10,653,0.01,14.167969
10,654,0.01,11.892975
10,655,0.01,3.809143
10,656,0.01,3.7936096
10,657,0.01,3.651001
10,658,0.01,2.8292236
10,659,0.01,3.8865356
10,660,0.01,3.8684692
10,661,0.01,2.635559
10,662,0.01,3.8945923
10,663,0.01,5.8586426
10,664,0.01,3.3156128
10,665,0.01,4.634033
10,666,0.01,3.5023499
10,667,0.01,3.7531128
10,668,0.01,0.01
10,669,0.01,3.9403076
10,670,0.01,4.848694
10,671,0.01,6.9995728
10,672,0.01,3.7692566
10,673,0.01,3.638092
10,674,0.01,14.997681
10,675,0.01,3.4801636
10,676,0.01,14.516876
10,677,0.01,3.0751953
10,678,0.01,13.126892
10,679,0.01,3.6614075
10,680,0.01,12.827484
10,681,0.01,14.525543
10,682,0.01,0.01
10,683,0.01,14.177002
10,684,0.01,7.7619934
10,685,0.01,14.919037
10,686,0.01,3.6778564
10,687,0.01,12.8923645
10,688,0.01,3.844696
10,689,0.01,14.076263
