FspId,FspX,FspY,SegId,FilledElev,DsDist,StrOrd
492,-58968.2057939356,1798227.9445651,4,333.162658691406,25495.6175875749,3
493,-58958.2057939356,1798217.9445651,4,333.162658691406,25481.47545195117,3
494,-58948.2057939356,1798207.9445651,4,333.162658691406,25467.333316327436,3
495,-58938.2057939356,1798207.9445651,4,333.162658691406,25457.333316327436,3
496,-58928.2057939356,1798207.9445651,4,333.162658691406,25447.333316327436,3
497,-58918.2057939356,1798197.9445651,4,333.162658691406,25433.191180703707,3
498,-58908.2057939356,1798197.9445651,4,333.162658691406,25423.191180703707,3
499,-58898.2057939356,1798197.9445651,4,333.162658691406,25413.191180703707,3
500,-58888.2057939356,1798197.9445651,4,333.162658691406,25403.191180703707,3
501,-58878.2057939356,1798197.9445651,4,333.162658691406,25393.191180703707,3
502,-58868.2057939356,1798187.9445651,4,333.162658691406,25379.049045079977,3
503,-58858.2057939356,1798187.9445651,4,333.162658691406,25369.049045079977,3
504,-58848.2057939356,1798187.9445651,4,333.162658691406,25359.049045079977,3
505,-58838.2057939356,1798187.9445651,4,333.162658691406,25349.049045079977,3
