FspId,FspX,FspY,SegId,FilledElev
1645,-53508.2057939356,1795897.9445651,12,314.531097412109
1646,-53518.2057939356,1795897.9445651,12,314.531097412109
1647,-53528.2057939356,1795897.9445651,12,314.531097412109
1648,-53538.2057939356,1795907.9445651,12,314.531097412109
1649,-53548.2057939356,1795917.9445651,12,314.531097412109
1650,-53558.2057939356,1795927.9445651,12,314.531097412109
1651,-53568.2057939356,1795937.9445651,12,314.531097412109
1652,-53578.2057939356,1795947.9445651,12,314.531097412109
1653,-53578.2057939356,1795957.9445651,12,314.531097412109
1654,-53588.2057939356,1795967.9445651,12,314.482666015625
1655,-53598.2057939356,1795977.9445651,12,314.482666015625
1656,-53598.2057939356,1795987.9445651,12,314.482666015625
1657,-53598.2057939356,1795997.9445651,12,314.482666015625
1658,-53598.2057939356,1796007.9445651,12,314.482666015625
1659,-53598.2057939356,1796017.9445651,12,314.482666015625
1660,-53598.2057939356,1796027.9445651,12,314.482666015625
1661,-53588.2057939356,1796037.9445651,12,314.482666015625
1662,-53588.2057939356,1796047.9445651,12,314.482666015625
1663,-53578.2057939356,1796057.9445651,12,314.482666015625
1664,-53578.2057939356,1796067.9445651,12,314.278594970703
1665,-53568.2057939356,1796077.9445651,12,314.278594970703
1666,-53568.2057939356,1796087.9445651,12,314.278594970703
1667,-53558.2057939356,1796097.9445651,12,314.278594970703
1668,-53548.2057939356,1796097.9445651,12,314.278594970703
1669,-53538.2057939356,1796107.9445651,12,314.278594970703
1670,-53528.2057939356,1796107.9445651,12,314.278594970703
1671,-53518.2057939356,1796107.9445651,12,314.278594970703
1672,-53508.2057939356,1796107.9445651,12,314.278594970703
1673,-53498.2057939356,1796107.9445651,12,314.278594970703
1674,-53488.2057939356,1796097.9445651,12,314.140045166016
1675,-53478.2057939356,1796097.9445651,12,314.140045166016
1676,-53468.2057939356,1796087.9445651,12,314.140045166016
1677,-53458.2057939356,1796087.9445651,12,314.140045166016
1678,-53448.2057939356,1796077.9445651,12,314.140045166016
1679,-53438.2057939356,1796067.9445651,12,314.140045166016
1680,-53428.2057939356,1796067.9445651,12,314.140045166016
1681,-53418.2057939356,1796057.9445651,12,314.070129394531
1682,-53408.2057939356,1796047.9445651,12,314.070129394531
1683,-53408.2057939356,1796037.9445651,12,314.070129394531
1684,-53398.2057939356,1796027.9445651,12,313.829681396484
1685,-53388.2057939356,1796017.9445651,12,313.749114990234
1686,-53378.2057939356,1796007.9445651,12,313.749114990234
1687,-53368.2057939356,1795997.9445651,12,313.749114990234
1688,-53358.2057939356,1795987.9445651,12,313.749114990234
1689,-53358.2057939356,1795977.9445651,12,313.749114990234
1690,-53348.2057939356,1795967.9445651,12,313.749114990234
1691,-53338.2057939356,1795957.9445651,12,313.749114990234
1692,-53338.2057939356,1795947.9445651,12,313.749114990234
1693,-53328.2057939356,1795937.9445651,12,313.532928466797
1694,-53318.2057939356,1795927.9445651,12,313.532928466797
1695,-53308.2057939356,1795917.9445651,12,313.532928466797
1696,-53298.2057939356,1795907.9445651,12,313.532928466797
1697,-53288.2057939356,1795897.9445651,12,313.532928466797
1698,-53278.2057939356,1795897.9445651,12,313.532928466797
1699,-53268.2057939356,1795897.9445651,12,313.532928466797
1700,-53258.2057939356,1795897.9445651,12,313.532928466797
1701,-53248.2057939356,1795887.9445651,12,313.532928466797
1702,-53238.2057939356,1795887.9445651,12,313.532928466797
1703,-53228.2057939356,1795887.9445651,12,313.532928466797
1704,-53218.2057939356,1795877.9445651,12,313.532928466797
1705,-53208.2057939356,1795867.9445651,12,313.532928466797
1706,-53198.2057939356,1795857.9445651,12,313.532928466797
1707,-53188.2057939356,1795857.9445651,12,313.532928466797
1708,-53178.2057939356,1795847.9445651,12,313.287994384766
1709,-53168.2057939356,1795847.9445651,12,313.287994384766
1710,-53158.2057939356,1795847.9445651,12,313.287994384766
1711,-53148.2057939356,1795837.9445651,12,313.287994384766
1712,-53138.2057939356,1795837.9445651,12,313.287994384766
1713,-53128.2057939356,1795827.9445651,12,313.287994384766
1714,-53118.2057939356,1795817.9445651,12,313.287994384766
1715,-53108.2057939356,1795807.9445651,12,313.287994384766
1716,-53098.2057939356,1795797.9445651,12,313.287994384766
1717,-53098.2057939356,1795787.9445651,12,313.287994384766
1718,-53098.2057939356,1795777.9445651,12,313.287994384766
1719,-53098.2057939356,1795767.9445651,12,313.287994384766
1720,-53088.2057939356,1795757.9445651,12,313.287994384766
